"cohort_month","referral_source","month_number","mrr_amount","account_id"
"2023-11-01",event,5,1791,A-65a46c
"2023-01-01",partner,6,570,A-c7ffc2
"2023-12-01",ads,6,686,A-a8d89d
"2023-12-01",partner,12,988,A-4c56c9
"2023-07-01",other,7,2189,A-0f3e88
"2024-01-01",organic,5,912,A-faa28c
"2024-05-01",organic,2,285,A-fa2041
"2023-09-01",other,12,1911,A-ae052e
"2024-02-01",organic,9,686,A-eb7c38
"2024-08-01",other,4,5771,A-e60f9d
"2023-03-01",other,19,882,A-c4ea60
"2023-09-01",event,10,950,A-d49cc5
"2024-04-01",partner,5,3097,A-56962b
"2024-01-01",other,8,17313,A-5a215a
"2023-04-01",partner,17,494,A-6a4e2d
"2023-11-01",other,8,1519,A-e83938
"2024-10-01",organic,1,2587,A-700ade
"2024-01-01",ads,3,147,A-922109
"2023-12-01",partner,9,2107,A-dfbd31
"2024-04-01",ads,6,1007,A-ff79f2
"2024-01-01",ads,6,441,A-922109
"2023-11-01",event,6,1813,A-65a46c
"2023-10-01",event,10,1273,A-09540c
"2023-08-01",event,14,199,A-3c1a3f
"2023-11-01",other,10,5373,A-a6d261
"2024-11-01",other,1,6027,A-5fe118
"2024-03-01",event,6,2985,A-029f69
"2023-11-01",ads,11,1127,A-51ec1b
"2024-11-01",organic,0,5373,A-d26ab4
"2023-03-01",other,15,2156,A-e43bf7
"2023-11-01",other,1,171,A-a6d261
"2024-10-01",organic,1,9552,A-700ade
"2023-08-01",event,16,4179,A-ac9111
"2024-04-01",organic,6,817,A-526d93
"2023-05-01",other,4,735,A-d5a319
"2023-07-01",ads,5,539,A-68f37c
"2024-09-01",event,1,1653,A-4814a3
"2023-10-01",ads,6,513,A-ba6516
"2024-01-01",partner,4,441,A-65aeb5
"2024-03-01",ads,4,703,A-cb5333
"2024-08-01",organic,2,228,A-0a282f
"2024-03-01",other,8,2587,A-94f8c9
"2023-09-01",organic,3,245,A-1f559b
"2024-05-01",partner,4,15124,A-58b9ff
"2024-12-01",organic,0,49,A-17939a
"2024-08-01",organic,2,2786,A-a09355
"2024-03-01",organic,7,5771,A-202b67
"2024-04-01",partner,8,32437,A-56962b
"2023-09-01",partner,15,1990,A-e51ec7
"2024-07-01",organic,2,2205,A-751c58
"2023-09-01",ads,8,1330,A-fa3095
"2024-06-01",organic,0,4179,A-bb1eaa
"2024-11-01",organic,1,285,A-2922b6
"2023-08-01",other,5,2989,A-2e3bad
"2023-10-01",event,11,171,A-13466a
"2023-08-01",organic,14,2156,A-cdf020
"2023-09-01",organic,7,532,A-9f9299
"2023-09-01",other,12,855,A-94c3cd
"2023-07-01",partner,1,152,A-e19ff6
"2024-10-01",organic,2,588,A-118d55
"2023-10-01",ads,8,6965,A-1b9609
"2023-11-01",organic,13,589,A-eb2fdc
"2023-03-01",partner,9,5771,A-e1462e
"2023-07-01",organic,15,2985,A-dcc2f0
"2024-06-01",ads,4,13731,A-2d1036
"2024-07-01",organic,1,1274,A-6f8ad2
"2023-10-01",partner,11,399,A-dec005
"2023-08-01",other,6,4776,A-1f0ac7
"2023-05-01",partner,9,342,A-328bd0
"2023-03-01",event,20,5174,A-32fb14
"2024-01-01",other,5,760,A-4e960a
"2023-11-01",other,7,38,A-296d7c
"2023-09-01",organic,5,14527,A-5b1bcd
"2024-03-01",organic,2,2989,A-202b67
"2024-10-01",ads,2,323,A-e4bf56
"2023-03-01",event,18,266,A-2bc93d
"2024-10-01",organic,2,1274,A-6a7c9d
"2023-02-01",partner,15,2786,A-39b19f
"2023-09-01",partner,14,5771,A-d77f4c
"2024-04-01",ads,1,1127,A-684255
"2023-11-01",event,3,3781,A-832ec2
"2024-03-01",other,9,5572,A-692f18
"2024-05-01",partner,6,8756,A-b7ef83
"2023-11-01",organic,7,589,A-eb2fdc
"2023-01-01",organic,9,796,A-d792a6
"2023-07-01",other,15,209,A-0f3e88
"2024-11-01",event,0,1225,A-b07b56
"2023-05-01",other,15,1323,A-425e76
"2024-06-01",event,4,2587,A-7da956
"2024-09-01",other,0,343,A-c16101
"2023-05-01",partner,14,2786,A-10b8da
"2023-12-01",partner,5,1519,A-50f3f7
"2023-09-01",event,4,304,A-3b5cd1
"2023-02-01",ads,11,912,A-a7bd4b
"2024-03-01",other,5,9950,A-883b7d
"2023-11-01",event,7,3383,A-2edab2
"2024-01-01",other,7,588,A-4e960a
"2024-02-01",event,6,588,A-ad64c6
"2023-04-01",ads,16,2587,A-ee42db
"2024-11-01",organic,1,4975,A-039727
"2024-12-01",partner,0,8358,A-463db0
"2024-02-01",organic,8,2587,A-df1e44
"2023-03-01",organic,7,6766,A-7f8241
"2024-11-01",other,0,882,A-712426
"2023-06-01",partner,5,995,A-2b9d3e
"2023-06-01",partner,14,637,A-54ecc2
"2023-01-01",event,10,4577,A-3b37d9
"2024-01-01",partner,7,1791,A-65aeb5
"2023-01-01",organic,20,361,A-779e4e
"2023-07-01",ads,7,228,A-68f37c
"2023-01-01",partner,14,5970,A-c7ffc2
"2023-03-01",other,7,2989,A-158f4e
"2024-07-01",ads,3,8756,A-d27f50
"2023-10-01",partner,7,931,A-e61e98
"2023-11-01",organic,8,665,A-4c6f11
"2023-01-01",other,9,361,A-af0cd2
"2023-10-01",ads,2,1715,A-098560
"2023-07-01",organic,15,1764,A-712533
"2024-11-01",other,0,3582,A-cbd1a3
"2024-11-01",organic,1,6965,A-2922b6
"2023-11-01",ads,10,5572,A-00bed1
"2023-02-01",event,1,1960,A-e1b9cd
"2023-11-01",ads,9,3184,A-157070
"2024-04-01",organic,1,2009,A-82861f
"2024-10-01",other,2,6766,A-0354fe
"2024-12-01",partner,0,2156,A-39ddf4
"2024-03-01",ads,4,627,A-cb5333
"2024-07-01",ads,2,342,A-f92792
"2023-03-01",other,19,1127,A-f19409
"2023-01-01",organic,23,5970,A-7df7a7
"2023-01-01",event,6,441,A-f17767
"2023-07-01",partner,12,342,A-e19ff6
"2023-10-01",ads,13,608,A-81edc3
"2024-02-01",ads,0,15721,A-b44e3e
"2024-12-01",other,0,1372,A-0f6450
"2023-02-01",other,20,5970,A-0dbdc6
"2023-08-01",event,8,398,A-3c1a3f
"2023-07-01",partner,13,5373,A-eafc6e
"2023-10-01",ads,6,5572,A-702032
"2023-06-01",organic,4,171,A-9123ac
"2023-05-01",event,5,1372,A-40de06
"2024-03-01",ads,6,494,A-c9bb3e
"2024-03-01",event,8,950,A-7c5768
"2023-09-01",event,5,3582,A-3b5cd1
"2023-09-01",organic,15,8756,A-e89151
"2023-05-01",event,8,2548,A-54d94a
"2023-01-01",organic,23,2352,A-10b8f2
"2024-10-01",other,2,23283,A-d4e0d4
"2024-09-01",ads,1,1791,A-625d0b
"2023-12-01",partner,3,266,A-855a48
"2024-01-01",partner,4,931,A-462d45
"2024-09-01",ads,2,441,A-625d0b
"2023-05-01",organic,4,76,A-9208f0
"2023-01-01",ads,13,1764,A-b11cd0
"2023-05-01",event,17,5572,A-40de06
"2023-01-01",other,21,399,A-ff3c73
"2024-11-01",event,0,3582,A-78f02b
"2024-12-01",organic,0,294,A-0b0d6d
"2023-12-01",ads,3,14925,A-712f1c
"2024-08-01",other,4,1176,A-104f1a
"2024-05-01",organic,0,1911,A-96bbc6
"2023-05-01",other,7,323,A-d5a319
"2023-04-01",event,4,3184,A-019782
"2024-10-01",organic,2,3184,A-0651a4
"2024-06-01",other,6,2985,A-cd458b
"2024-11-01",organic,1,637,A-6965e1
"2023-01-01",other,21,1083,A-af0cd2
"2024-07-01",organic,0,1666,A-92a3af
"2023-12-01",organic,1,441,A-55f257
"2023-01-01",organic,9,2587,A-7df7a7
"2023-03-01",event,16,1273,A-92a333
"2024-04-01",other,4,2786,A-3d957b
"2024-10-01",other,1,6766,A-0354fe
"2023-10-01",other,2,2388,A-798a3f
"2023-07-01",ads,7,342,A-45ce7a
"2023-08-01",partner,13,11741,A-7f6b86
"2023-05-01",partner,3,3582,A-328bd0
"2024-07-01",ads,5,836,A-d27f50
"2023-02-01",ads,15,171,A-9ee962
"2024-03-01",other,9,2587,A-94f8c9
"2023-11-01",ads,8,1372,A-00bed1
"2023-09-01",organic,7,1292,A-a865bd
"2024-03-01",organic,3,199,A-940b8b
"2024-01-01",partner,10,361,A-dbc825
"2024-07-01",organic,4,6965,A-92a3af
"2023-08-01",event,11,1127,A-ac9111
"2024-11-01",ads,1,2058,A-82d8a6
"2023-03-01",partner,19,6169,A-e3bd71
"2023-03-01",organic,15,209,A-b7724f
"2024-08-01",organic,0,1568,A-90a8c8
"2024-10-01",partner,1,589,A-c70870
"2023-12-01",partner,7,11940,A-855a48
"2023-12-01",ads,11,5572,A-a8d89d
"2023-10-01",other,13,190,A-503d5a
"2023-02-01",organic,11,3582,A-484819
"2024-04-01",organic,3,10547,A-82861f
"2023-08-01",partner,6,2744,A-98a59a
"2023-09-01",organic,9,3577,A-5b1bcd
"2024-06-01",ads,6,3381,A-2d1036
"2024-03-01",other,4,686,A-970c97
"2024-02-01",organic,3,588,A-b9eed8
"2023-03-01",other,12,398,A-6e7827
"2023-06-01",other,14,1292,A-756192
"2023-10-01",organic,7,4508,A-eb7fac
"2024-09-01",organic,2,1372,A-781cc0
"2024-12-01",ads,0,2989,A-22f2df
"2023-04-01",partner,11,343,A-6c093d
"2023-07-01",partner,6,266,A-417d2f
"2023-06-01",organic,9,228,A-558c72
"2023-06-01",other,5,2009,A-5a184f
"2024-06-01",ads,6,4577,A-cc8c8f
"2023-08-01",event,16,399,A-ac9111
"2024-09-01",partner,3,2499,A-a33200
"2023-06-01",other,12,57,A-df10db
"2023-10-01",organic,11,343,A-eb7fac
"2023-09-01",event,6,2450,A-d49cc5
"2023-07-01",organic,16,456,A-1b707d
"2023-09-01",organic,13,14527,A-5b1bcd
"2024-03-01",partner,3,171,A-39868b
"2023-10-01",organic,3,995,A-6da850
"2023-07-01",partner,17,1617,A-417d2f
"2023-09-01",other,13,1881,A-9b9fe9
"2024-10-01",event,2,1519,A-d3c88e
"2023-12-01",organic,5,441,A-3a5ad8
"2024-03-01",ads,6,4508,A-40906c
"2023-02-01",ads,9,3332,A-e6afc1
"2023-09-01",other,2,995,A-9b9fe9
"2023-04-01",organic,13,539,A-cab532
"2024-05-01",partner,5,418,A-58b9ff
"2024-09-01",event,2,588,A-7dacce
"2024-01-01",other,9,1421,A-ccb686
"2024-10-01",ads,1,3383,A-e4bf56
"2023-10-01",organic,8,7363,A-6da850
"2023-01-01",event,3,4577,A-3b37d9
"2024-04-01",event,3,1127,A-f6b2fb
"2024-04-01",ads,8,16915,A-054577
"2023-12-01",ads,10,833,A-712f1c
"2024-09-01",other,3,16517,A-902ef7
"2024-04-01",ads,1,980,A-054577
"2024-10-01",event,1,1715,A-ce550d
"2024-10-01",ads,2,4378,A-e4bf56
"2024-02-01",ads,3,190,A-8b25f2
"2024-03-01",other,1,2587,A-94f8c9
"2024-06-01",ads,1,13731,A-2d1036
"2024-12-01",organic,0,7252,A-18793f
"2024-09-01",ads,1,13333,A-e08cd3
"2023-04-01",ads,10,209,A-69fad4
"2024-01-01",partner,2,882,A-462d45
"2024-01-01",partner,6,456,A-1d5444
"2024-11-01",ads,1,784,A-82d8a6
"2023-03-01",other,13,7960,A-f19409
"2024-02-01",organic,3,17910,A-eb7c38
"2024-11-01",organic,0,722,A-c43359
"2024-11-01",organic,0,4975,A-039727
"2023-01-01",other,3,931,A-af0cd2
"2023-02-01",event,11,760,A-e1b9cd
"2023-02-01",event,22,1960,A-e1b9cd
"2024-06-01",event,0,4378,A-3f9cc0
"2023-05-01",event,15,513,A-297a2d
"2024-07-01",organic,5,1764,A-50bb9f
"2024-05-01",organic,2,1064,A-87aa7b
"2024-10-01",organic,2,152,A-118d55
"2024-07-01",other,3,494,A-d82ef9
"2024-03-01",organic,4,2189,A-202b67
"2023-12-01",partner,10,686,A-dfbd31
"2024-04-01",event,2,285,A-249769
"2024-11-01",organic,1,882,A-6965e1
"2023-05-01",organic,5,418,A-80eeb6
"2023-05-01",event,11,1568,A-9289f6
"2023-07-01",event,9,6965,A-068fc6
"2024-04-01",ads,4,1710,A-054577
"2024-08-01",event,3,532,A-a2485e
"2023-06-01",other,17,437,A-756192
"2024-03-01",other,1,637,A-94f8c9
"2023-05-01",partner,14,3582,A-328bd0
"2023-03-01",ads,20,7164,A-84ebe4
"2024-10-01",organic,2,3184,A-118d55
"2024-04-01",ads,6,2985,A-9f0b68
"2023-11-01",ads,4,9154,A-7e0a10
"2023-11-01",ads,3,741,A-7920cc
"2023-02-01",ads,8,1127,A-52dd88
"2024-07-01",organic,5,2646,A-50bb9f
"2023-02-01",ads,16,995,A-a7bd4b
"2023-12-01",partner,2,1519,A-855a48
"2024-02-01",organic,2,3781,A-8e47ca
"2024-03-01",other,7,6169,A-f5641b
"2023-02-01",ads,7,399,A-bbe56f
"2024-12-01",partner,0,703,A-9174e0
"2023-07-01",partner,13,2058,A-726cfa
"2024-11-01",event,1,1225,A-b07b56
"2024-02-01",ads,10,1421,A-8b25f2
"2023-02-01",organic,15,5174,A-484819
"2024-09-01",ads,3,784,A-378b99
"2024-08-01",organic,1,539,A-f45426
"2024-05-01",organic,7,1911,A-96bbc6
"2024-06-01",event,3,686,A-08e34e
"2024-06-01",ads,5,665,A-0e966d
"2023-03-01",event,16,171,A-92a333
"2023-01-01",other,17,285,A-b9f5b1
"2023-04-01",ads,17,247,A-cb6cc6
"2024-06-01",other,6,475,A-cd458b
"2023-08-01",ads,12,4776,A-186a44
"2024-06-01",event,5,3184,A-bcf87c
"2023-09-01",organic,9,1862,A-4e0e85
"2024-07-01",other,4,494,A-d82ef9
"2024-11-01",other,1,2388,A-cbd1a3
"2023-04-01",organic,20,1274,A-67be94
"2023-04-01",event,2,833,A-019782
"2023-04-01",ads,18,1029,A-c608c8
"2023-10-01",event,6,1273,A-09540c
"2024-10-01",partner,0,637,A-2e4581
"2024-12-01",ads,0,57,A-22f2df
"2023-09-01",other,3,245,A-9b9fe9
"2023-10-01",event,14,380,A-3be56b
"2023-10-01",event,10,703,A-3be56b
"2024-01-01",partner,6,456,A-1d5444
"2024-06-01",ads,3,209,A-0e966d
"2024-06-01",ads,6,11741,A-9badbd
"2023-12-01",partner,6,266,A-855a48
"2024-05-01",organic,2,11343,A-560d27
"2024-02-01",organic,10,2695,A-812c5b
"2024-01-01",other,10,588,A-4e960a
"2023-05-01",ads,11,2597,A-f446b6
"2024-03-01",other,5,266,A-692f18
"2023-04-01",organic,19,912,A-cab532
"2024-12-01",partner,0,228,A-524364
"2024-04-01",event,7,5970,A-2d4502
"2023-01-01",event,23,735,A-f17767
"2023-03-01",other,2,8756,A-e43bf7
"2024-11-01",partner,1,588,A-db5e9e
"2024-04-01",event,6,294,A-249769
"2023-03-01",organic,0,646,A-7f8241
"2023-06-01",other,17,684,A-5a184f
"2024-01-01",ads,5,437,A-bb3bd4
"2024-11-01",organic,1,2388,A-8bde0c
"2024-10-01",other,2,597,A-ced9aa
"2024-07-01",other,5,152,A-c42f1f
"2024-03-01",other,2,323,A-342303
"2023-11-01",organic,10,3184,A-a1b80b
"2023-11-01",event,7,4776,A-659280
"2023-07-01",ads,14,2189,A-9c18c4
"2024-05-01",organic,7,741,A-96bbc6
"2024-03-01",ads,5,2303,A-b2225d
"2024-07-01",organic,4,1470,A-50bb9f
"2023-04-01",ads,11,637,A-cb6cc6
"2024-06-01",event,3,247,A-7da956
"2023-09-01",organic,10,882,A-1f559b
"2024-11-01",organic,1,686,A-6965e1
"2023-11-01",other,8,342,A-59f724
"2023-03-01",other,20,12139,A-158f4e
"2024-12-01",organic,0,969,A-17939a
"2023-11-01",organic,7,1911,A-600734
"2023-11-01",organic,3,1421,A-600734
"2023-06-01",organic,16,735,A-558c72
"2023-11-01",ads,8,1911,A-7920cc
"2024-07-01",organic,1,5373,A-6f8ad2
"2023-07-01",event,17,6965,A-068fc6
"2023-10-01",other,10,4975,A-aa9511
"2024-08-01",organic,2,551,A-34ea2f
"2024-10-01",ads,2,931,A-e4bf56
"2023-11-01",organic,6,323,A-ccabf0
"2023-12-01",event,10,399,A-dcc3f1
"2023-10-01",partner,8,361,A-e61e98
"2024-09-01",other,0,13930,A-443b7c
"2023-01-01",organic,8,343,A-7df7a7
"2023-04-01",organic,0,1029,A-a1bbb6
"2024-06-01",ads,0,4577,A-0e966d
"2023-02-01",partner,15,588,A-7641d3
"2024-05-01",organic,2,3184,A-fa2041
"2024-12-01",other,0,441,A-310452
"2023-01-01",partner,12,2058,A-ed510f
"2024-02-01",organic,6,266,A-b9eed8
"2023-04-01",organic,12,494,A-67be94
"2024-05-01",other,7,1791,A-e36807
"2023-09-01",event,15,6368,A-3b5cd1
"2024-03-01",partner,5,152,A-ef84cf
"2024-01-01",partner,5,20895,A-1f0636
"2024-05-01",partner,3,9950,A-b3fe05
"2024-03-01",ads,8,4508,A-40906c
"2023-04-01",partner,6,836,A-8145a0
"2023-12-01",ads,11,304,A-e98302
"2023-01-01",other,5,399,A-ff3c73
"2023-04-01",partner,10,4975,A-8145a0
"2024-04-01",organic,8,147,A-ffdfd5
"2023-07-01",ads,7,1791,A-68f37c
"2023-05-01",other,18,8955,A-d5a319
"2023-05-01",other,7,12139,A-86902e
"2024-12-01",partner,0,7363,A-9174e0
"2023-03-01",other,0,1592,A-7f4db3
"2024-04-01",ads,6,3582,A-d4ac0e
"2023-11-01",other,1,1393,A-69b156
"2024-03-01",organic,7,12736,A-20736a
"2024-03-01",partner,3,304,A-5247b3
"2024-01-01",partner,3,456,A-1d5444
"2024-07-01",organic,1,343,A-50bb9f
"2023-11-01",ads,7,1911,A-7920cc
"2024-11-01",organic,1,969,A-2922b6
"2023-07-01",event,12,304,A-f97b9a
"2023-12-01",organic,4,441,A-3a5ad8
"2023-03-01",event,12,1791,A-92a333
"2024-10-01",organic,1,475,A-c1e51e
"2024-09-01",organic,3,342,A-592832
"2023-10-01",ads,6,190,A-098560
"2024-10-01",partner,2,836,A-2e4581
"2024-05-01",organic,3,2499,A-71615e
"2024-11-01",other,1,703,A-cbd1a3
"2024-09-01",organic,1,399,A-781cc0
"2024-06-01",ads,3,3781,A-ffc04f
"2024-07-01",event,4,4378,A-bc87bc
"2024-07-01",organic,1,1666,A-92a3af
"2024-08-01",event,0,1990,A-96215d
"2024-06-01",ads,2,1323,A-5a92e7
"2024-08-01",other,2,5771,A-e60f9d
"2024-03-01",organic,1,3577,A-31ab9a
"2023-12-01",ads,3,16716,A-65c341
"2024-07-01",other,4,13930,A-c58f49
"2023-03-01",other,15,361,A-9affe6
"2024-10-01",organic,1,490,A-c1e51e
"2023-08-01",event,16,3136,A-180abf
"2024-10-01",other,2,398,A-396e5f
"2023-09-01",partner,9,9950,A-6f50ae
"2023-05-01",event,18,8557,A-089363
"2024-05-01",other,1,1862,A-e36807
"2024-08-01",other,4,1078,A-5f7781
"2023-01-01",organic,2,1029,A-779e4e
"2024-12-01",event,0,637,A-4bfa33
"2024-10-01",organic,1,3626,A-89ee83
"2023-05-01",organic,9,4378,A-80eeb6
"2023-02-01",event,3,4900,A-e1b9cd
"2024-10-01",event,1,637,A-9f2731
"2023-03-01",other,18,1159,A-158f4e
"2024-06-01",ads,4,4378,A-d42431
"2023-01-01",ads,13,4577,A-151c9a
"2023-09-01",partner,4,361,A-6f50ae
"2023-01-01",organic,7,399,A-d792a6
"2023-03-01",other,19,4577,A-f19409
"2024-05-01",organic,3,1634,A-30b4ca
"2024-09-01",event,3,4263,A-4814a3
"2023-04-01",ads,8,539,A-c608c8
"2024-08-01",event,2,1029,A-96215d
"2023-05-01",event,10,3969,A-9289f6
"2023-04-01",organic,14,735,A-de58ca
"2024-06-01",ads,0,2587,A-ffc04f
"2024-07-01",other,4,152,A-c42f1f
"2023-05-01",ads,4,228,A-f446b6
"2024-05-01",partner,7,1029,A-0158bb
"2024-11-01",organic,1,1617,A-3a7284
"2024-04-01",ads,6,6766,A-9f0b68
"2024-03-01",event,2,1764,A-4c38bc
"2023-01-01",organic,3,2388,A-d792a6
"2023-03-01",other,5,3184,A-e888d1
"2023-05-01",event,16,1045,A-e693b6
"2023-06-01",event,1,2303,A-95b24a
"2023-03-01",organic,2,646,A-7f8241
"2023-02-01",partner,12,833,A-c62e55
"2024-11-01",event,0,13731,A-76fa4d
"2024-07-01",organic,2,2985,A-751c58
"2024-08-01",ads,0,380,A-4e44e8
"2024-12-01",other,0,1596,A-cc1d8d
"2023-06-01",ads,2,589,A-993085
"2024-12-01",other,0,441,A-310452
"2023-04-01",partner,15,513,A-6c093d
"2023-12-01",ads,9,539,A-65c341
"2024-12-01",partner,0,1813,A-9174e0
"2024-07-01",organic,5,779,A-6f8ad2
"2024-11-01",organic,1,779,A-bb1486
"2024-03-01",ads,6,1617,A-cb5333
"2024-12-01",partner,0,7363,A-9174e0
"2024-03-01",other,0,5771,A-692f18
"2023-09-01",other,6,9950,A-1e1b80
"2023-06-01",organic,7,2388,A-558c72
"2024-09-01",organic,3,882,A-592832
"2024-09-01",event,1,2107,A-8b0451
"2024-05-01",organic,1,1813,A-0aaf6e
"2024-06-01",ads,4,539,A-0e966d
"2024-03-01",event,1,2842,A-22d9d2
"2024-07-01",other,4,588,A-c42f1f
"2024-11-01",event,0,9950,A-bd4513
"2024-03-01",ads,8,4508,A-40906c
"2023-05-01",partner,12,1813,A-328bd0
"2024-01-01",ads,7,437,A-bb3bd4
"2023-01-01",organic,8,2587,A-7df7a7
"2024-09-01",partner,1,1990,A-fce879
"2024-03-01",organic,7,2786,A-31ab9a
"2024-02-01",organic,5,361,A-8e47ca
"2023-10-01",partner,8,570,A-a8b49c
"2024-05-01",organic,7,398,A-544d0a
"2023-09-01",organic,3,361,A-00cac8
"2023-12-01",partner,3,1990,A-f51f16
"2024-06-01",partner,5,1176,A-5ed98d
"2024-06-01",ads,4,437,A-cc8c8f
"2023-01-01",ads,20,5572,A-1986ca
"2024-09-01",other,3,4378,A-c16101
"2024-07-01",partner,4,5174,A-86fc1d
"2023-04-01",ads,14,5635,A-ee42db
"2024-10-01",organic,2,4577,A-89ee83
"2023-02-01",ads,4,969,A-e6afc1
"2024-08-01",organic,1,1127,A-34ea2f
"2023-04-01",ads,5,665,A-69fad4
"2024-11-01",organic,1,490,A-139c3b
"2024-01-01",ads,6,8159,A-922109
"2024-11-01",event,1,627,A-b78bf8
"2024-05-01",partner,1,171,A-0158bb
"2024-09-01",ads,2,1791,A-378b99
"2024-02-01",ads,10,1791,A-fe79a5
"2024-01-01",other,4,17313,A-5a215a
"2024-09-01",organic,0,2388,A-781cc0
"2023-07-01",event,15,665,A-068fc6
"2024-07-01",other,3,1274,A-5b4ebb
"2024-05-01",other,7,532,A-4ae22a
"2023-03-01",event,12,1805,A-2bc93d
"2024-07-01",other,5,1470,A-5b4ebb
"2023-05-01",ads,5,608,A-cc98bc
"2024-04-01",ads,2,882,A-d4ac0e
"2024-09-01",event,2,13333,A-7dacce
"2023-12-01",partner,6,784,A-40a557
"2024-03-01",organic,4,3383,A-4ef964
"2023-08-01",partner,7,1078,A-96e141
"2024-04-01",ads,4,2786,A-684255
"2024-09-01",event,0,4263,A-4814a3
"2024-04-01",organic,0,8557,A-526d93
"2024-06-01",event,3,418,A-53f4e3
"2023-05-01",other,13,1715,A-bb2f49
"2023-07-01",partner,15,1960,A-e19ff6
"2024-07-01",ads,2,4776,A-f92792
"2023-12-01",partner,4,49,A-f51f16
"2023-03-01",organic,15,7164,A-7f8241
"2023-11-01",ads,11,1911,A-7920cc
"2024-11-01",organic,1,1121,A-d40bf7
"2023-06-01",other,3,1406,A-5a184f
"2023-04-01",partner,5,4776,A-8145a0
"2024-03-01",organic,2,1064,A-940b8b
"2024-03-01",ads,1,6567,A-cb5333
"2023-10-01",partner,10,494,A-dec005
"2024-03-01",other,8,5174,A-4e631b
"2023-05-01",organic,3,4378,A-80eeb6
"2023-10-01",organic,12,494,A-eb7fac
"2023-09-01",partner,13,152,A-d77f4c
"2023-04-01",partner,3,1026,A-6a4e2d
"2024-07-01",organic,2,247,A-016043
"2024-07-01",ads,0,3381,A-7cfe77
"2023-03-01",organic,18,190,A-b7724f
"2023-05-01",event,10,10945,A-e693b6
"2024-11-01",event,1,13731,A-76fa4d
"2023-05-01",partner,5,608,A-05f0e5
"2024-02-01",ads,3,588,A-8b25f2
"2024-11-01",organic,1,7562,A-c43359
"2023-11-01",other,7,245,A-e83938
"2023-02-01",event,8,1791,A-f44180
"2024-12-01",ads,0,1029,A-6843f2
"2024-09-01",event,1,779,A-7f29a7
"2024-01-01",partner,6,4378,A-dbc825
"2024-04-01",organic,7,399,A-e40f45
"2024-09-01",partner,3,418,A-0a62f5
"2023-11-01",event,13,833,A-2edab2
"2024-09-01",partner,1,3781,A-fce879
"2024-08-01",partner,3,13731,A-fda07f
"2024-02-01",organic,9,539,A-b9eed8
"2024-08-01",organic,2,361,A-2f6a32
"2024-07-01",other,3,539,A-c42f1f
"2023-09-01",organic,15,3577,A-5b1bcd
"2024-11-01",ads,1,1617,A-82d8a6
"2023-10-01",partner,12,343,A-a8b49c
"2023-01-01",organic,1,76,A-d792a6
"2024-03-01",other,3,2450,A-692f18
"2023-04-01",partner,15,2587,A-e5d6ab
"2023-04-01",ads,20,570,A-ee42db
"2024-10-01",partner,1,588,A-c37601
"2024-03-01",other,5,2156,A-02cd81
"2024-11-01",organic,1,2891,A-d40bf7
"2024-11-01",other,1,637,A-712426
"2024-11-01",ads,1,6368,A-fabe19
"2023-06-01",event,6,2254,A-8ed5dd
"2023-03-01",other,3,1159,A-158f4e
"2024-04-01",other,4,1387,A-3d957b
"2024-11-01",organic,1,779,A-bb1486
"2024-03-01",ads,5,5174,A-a0ca4e
"2024-10-01",organic,2,1568,A-c1e51e
"2024-03-01",other,2,4975,A-883b7d
"2024-03-01",organic,5,2450,A-20736a
"2024-06-01",ads,6,209,A-5a92e7
"2024-06-01",event,1,686,A-08e34e
"2023-05-01",ads,9,532,A-05d3b3
"2024-09-01",partner,1,1421,A-a33200
"2023-05-01",organic,9,5174,A-80eeb6
"2023-09-01",organic,3,304,A-1f559b
"2024-11-01",partner,1,3781,A-5c9849
"2023-09-01",other,14,950,A-1e1b80
"2024-06-01",event,4,323,A-bcf87c
"2023-11-01",organic,2,392,A-474ad4
"2023-06-01",partner,10,19,A-2b9d3e
"2023-10-01",ads,11,8756,A-81edc3
"2023-03-01",organic,15,1813,A-bad8c1
"2024-07-01",organic,3,2786,A-016043
"2023-10-01",ads,14,532,A-702032
"2024-10-01",event,1,6567,A-1ac5e0
"2024-05-01",organic,3,10945,A-71615e
"2024-11-01",organic,0,588,A-8bde0c
"2023-05-01",other,11,2587,A-bcf664
"2024-10-01",event,1,784,A-d3c88e
"2023-02-01",event,6,1791,A-f44180
"2023-02-01",ads,13,1127,A-52dd88
"2024-02-01",ads,5,76,A-439b2f
"2023-05-01",partner,12,1568,A-05f0e5
"2023-09-01",ads,10,2940,A-9bfc9f
"2024-12-01",organic,0,931,A-443f6f
"2024-04-01",other,2,4776,A-4f18f0
"2024-04-01",ads,8,589,A-ff79f2
"2023-09-01",organic,15,931,A-00cac8
"2024-03-01",event,3,637,A-22d9d2
"2023-08-01",ads,1,12736,A-1f7acb
"2024-01-01",ads,5,1568,A-acb7f7
"2024-05-01",organic,5,285,A-71615e
"2024-04-01",ads,5,4577,A-ff79f2
"2024-07-01",other,5,874,A-bcbe98
"2023-05-01",ads,2,95,A-7c4956
"2023-04-01",event,17,418,A-02fac6
"2024-08-01",ads,4,343,A-9077b0
"2024-01-01",partner,6,8955,A-dbc825
"2024-09-01",partner,2,12139,A-2789e3
"2024-07-01",other,1,5174,A-d82ef9
"2023-09-01",other,3,2597,A-1e1b80
"2023-10-01",organic,11,1393,A-eb7fac
